Review_id,Google_review_id,Restaurant_id,Reviewer_name,Reviewer_info,Rating,Review_time,Review_text,Service_rating,Food_rating,Atmosphere_rating,Service_type,Meal_type,Language,Created_at,Crawl_date
9072,Ci9DQUlRQUNvZENodHljRjlvT25ab2NWOUxjMUI0Ym1jdFpraFVjM2RqV2pGMVlWRRAB,76,조혜현,3 reviews · 12 photos,4.0,a month ago,"I had it on the tour and it was delicious. I had a great meal with my family. I have a family member who can't eat pork, so I was grateful that they replaced it with chicken rice noodles.",5,5,4,,Lunch,Korean,2025-09-05,2025-10-05
9073,Ci9DQUlRQUNvZENodHljRjlvT2xsRmJVbzNUVmhMUlhGa2QxZHdaWE55TkdOeFUwRRAB,76,Eduardo Felipe Carrasco,9 reviews,5.0,a month ago,The lentil soup is as good as any I had in Turkey.,5,5,5,,Lunch,,2025-09-05,2025-10-05
9074,Ci9DQUlRQUNvZENodHljRjlvT2pZemFIcE1ZVU5SUzBKTlZHazNiSGN4WW14cGNGRRAB,76,John George,2 reviews,2.0,a month ago,"Lamb platter i ordered but 90% was cut piece bread, almost 10% was lamb, The bread was fully oil dipped , after i ate i felt stomach pain , i was about to go hospital, I know turkish food i visited turky and gulf countries but this is the first time i am eating this type of low quality turkish food, i wasted my money and get sick too. It was in Danang near by pink Church.",2,1,2,,Dinner,,2025-09-05,2025-10-05
9075,Ci9DQUlRQUNvZENodHljRjlvT20weWIwdzRObUpPZG10NGJuUXlOVTEyZEVJNGJFRRAB,76,Sultan Algazlan,Local Guide · 47 reviews · 28 photos,5.0,a month ago,Very delicious halal food and excellent service in Danang,5,5,5,,Dinner,Arabic,2025-09-05,2025-10-05
9076,Ci9DQUlRQUNvZENodHljRjlvT25KTWNHNVROMU54TVV0SVpsaGhhRE0wYm5sRE1tYxAB,76,BULAT Gafarov,Local Guide · 88 reviews · 328 photos,5.0,a month ago,Very cozy restaurant. Tasty food. Nice atmosphere and music. Recommend,5,5,5,,,,2025-09-05,2025-10-05
9077,Ci9DQUlRQUNvZENodHljRjlvT25OWWFFOXdaMFYzWDBsblNHTlJNRU42WTBGeVYxRRAB,76,Ronaldo Carhuaricra,Local Guide · 11 reviews · 1 photo,5.0,a month ago,Very authentic and genuine place to have some nice Turkish food. The prices are the same from what you see from Grab as I double checked this. I will definitely be back here in my next trip to Da Nang.,5,5,5,,Dinner,,2025-09-05,2025-10-05
9078,Ci9DQUlRQUNvZENodHljRjlvT25oeWNXOTFOMlp0ZW5oMFEwNUZaRE16ZDJsblgzYxAB,76,Ксения Морозкина,7 reviews · 6 photos,5.0,a month ago,"10/10
Clean, tasty 🥰
Friendly staff, highly recommended …",,,,,,Russian,2025-09-05,2025-10-05
9079,Ci9DQUlRQUNvZENodHljRjlvT25kVlJuVmxUbWxvV25OQ1JXZDBNRmM1ZWxrMk1GRRAB,76,Мадина Даутова,1 review,5.0,a month ago,Everything was very tasty,…,5,,,,Russian,2025-09-05,2025-10-05
9080,Ci9DQUlRQUNvZENodHljRjlvT2tnMFVHeE9hVk4wUlZvMVNVRjVOVWR5TjJSc1NsRRAB,76,hasan aslan,Local Guide · 281 reviews · 830 photos,5.0,a month ago,"We especially thank Chef Nicat for his attention and care. The food was delicious. If you're ever in Da Nang, be sure to stop by.",,,,,,Turkish,2025-09-05,2025-10-05
9081,Ci9DQUlRQUNvZENodHljRjlvT25WaVUzWjRWVzlDT0ZaVU5IRkRVR2RMVFZKaFRsRRAB,76,Mahammad Murshudov,Local Guide · 12 reviews · 7 photos,5.0,a month ago,"Amazing chef, amazing food and top-notch service. Recommended for big groups.",,,,,,,2025-09-05,2025-10-05
9082,Ci9DQUlRQUNvZENodHljRjlvT25GZllXVjFOekJxZW1oZk5rSTRUalZVU21OR2JrRRAB,76,Kamran Shukurlu,Local Guide · 50 reviews · 12 photos,5.0,a month ago,"Amazing food, even more amazing chef! You won't regret it",,,,,,,2025-09-05,2025-10-05
9083,Ci9DQUlRQUNvZENodHljRjlvT2xoT09XdHlURTFPZFVGMWIxbFhhMlJpYkc1MUxXYxAB,76,Piruzə Quliyeva,Local Guide · 38 reviews · 10 photos,5.0,a month ago,"Great atmosphere, great servise, great dishes🫠🫠 …",,,,,,,2025-09-05,2025-10-05
9084,Ci9DQUlRQUNvZENodHljRjlvT2xsRFVGQXpSMjVwU2xjMWNXVXhjMkZaVERsSVEzYxAB,76,Naila A,6 reviews · 2 photos,5.0,a month ago,Very tasty and big portions,,5…,,,,,2025-09-05,2025-10-05
9085,Ci9DQUlRQUNvZENodHljRjlvT25OSk5UTXplRFpvVFhRemNEYzRWRkIyZG5NellXYxAB,76,elmehdi boussafi,2 reviews,4.0,a month ago,"It's a very good halal food in danang, with a very kind and helpful waiters. I recommend",,…,,,,,2025-09-05,2025-10-05
9086,Ci9DQUlRQUNvZENodHljRjlvT201bFZYUnFaR2gwWjJkS1JFOVNNRWhTZEZkNmJXYxAB,76,Adi Neculai,9 reviews · 3 photos,5.0,a month ago,Very good everything,5,5,5,,,,2025-09-05,2025-10-05
9087,Ci9DQUlRQUNvZENodHljRjlvT21kdWEydExZamRDVTFBMlNERmpRblkyVmpWSFozYxAB,76,Craig Hallworth,5 reviews · 1 photo,5.0,a month ago,Friendly staff and prompt service enjoyed combo and chicken kebab would recommend,5,5,5,,Lunch,,2025-09-05,2025-10-05
9088,Ci9DQUlRQUNvZENodHljRjlvT2tKaFlVNURURmsxYTBscWIwNUhSRUpzU0RkQ2NsRRAB,76,Kaya,2 reviews,5.0,a month ago,"...If you are looking for Turkish cuisine in Asia and its wonderful flavors, you should definitely come here and taste these flavors from the hands of the top-notch, friendly, humble and extremely hospitable chef Nejad. Thank you, chef, great master, thank you.",5,5,5,,,Turkish,2025-09-05,2025-10-05
9089,Ci9DQUlRQUNvZENodHljRjlvT25nMlNuUkdNa0ozY1UxVmRXRlBUekJmTTNGTVVsRRAB,76,G kakimova,1 review,5.0,a month ago,"Simply the best we tried in all these 3 days 🤤🤤 Chef Nicat is the best 🔝🔝 cuisine 10/10, service 10/10.",5,5,5,,Dinner,Russian,2025-09-05,2025-10-05
9090,Ci9DQUlRQUNvZENodHljRjlvT2sxUlJVVnpWRVZtY1haYVExTnhXR2xXYzJ0bWFYYxAB,76,Alper Akadam,2 reviews,1.0,a month ago,"During my month-long Asia tour, I decided to avoid Turkish restaurants and try local flavors. While exploring Da Nang, I decided to eat after being warmly approached by my Azerbaijani friend who had just started working there. The Adana kebab was mediocre, and the portion was small. The tzatziki was served warm. However, when I asked for the bill, I was disappointed to be charged 25k VND for the tea. The tea was also cold and extremely stale. This might be acceptable if restaurant prices were more reasonable, but that's not the case. You can eat on side streets in central Vietnam for 30k and enjoy unlimited Vietnamese tea. Tea is a treat in Turkish culture. Please don't make such small calculations.",1,2,2,,Dinner,Turkish,2025-09-05,2025-10-05
9091,Ci9DQUlRQUNvZENodHljRjlvT2w5TVUwSldOSGd3ZGxWSlFVeFFhRmx5ZUd4eFYzYxAB,76,Daum Naver,2 reviews · 2 photos,5.0,a month ago,"I attend this Sultan restaurant quite often, because I like the quality  of food and prices here. Real oriental delights. Service is also very good and friendly.",5,5,5,,Dinner,,2025-09-05,2025-10-05
9092,Ci9DQUlRQUNvZENodHljRjlvT2xCVVMyZG5iR2hOWW1rMFExWTRSRTV2ZDNSb1ptYxAB,76,Mevlüt Gencol,Local Guide · 39 reviews · 22 photos,5.0,a month ago,"The chef cooked the food and prepared it with care. I'm very pleased with the food.
It tastes very good, I would recommend it! The best restaurant on our 6-month trip!",5,5,5,,Dinner,German,2025-09-05,2025-10-05
9093,Ci9DQUlRQUNvZENodHljRjlvT2taWE9ESnhWRlZTWkZGNlIyNUNibEowV0RCbWVsRRAB,76,saleem alsaedi,Local Guide · 15 reviews · 12 photos,5.0,a month ago,I have ordered Adana kebab delicious and authentic,5,5,5,,Dinner,Arabic,2025-09-05,2025-10-05
9094,Ci9DQUlRQUNvZENodHljRjlvT25ObFNtRjZTVkIwTTJ0NE1IUjJVMDl0VW5vMlMwRRAB,76,Muza Mehrima,2 reviews,5.0,a month ago,Better Turkish restaurant in Danang five star,5,5,5,,,,2025-09-05,2025-10-05
9095,Ci9DQUlRQUNvZENodHljRjlvT25OV1MzcExla2t4WWpCMVUxZzVXR1o0VFd0aWVYYxAB,76,Le Quyen Dinh,5 reviews · 6 photos,4.0,a month ago,"Lamb kebab is not my taste, but other dishes are ok. Small space but clean and cozy, enthusiastic staff",5,4,5,,Dinner,Vietnamese,2025-09-05,2025-10-05
9096,Ci9DQUlRQUNvZENodHljRjlvT2xSM2RsRjBiR2RKV2pSUVVYTnZSbmxpZGkwNFZtYxAB,76,Rushana Aliboyeva,1 review,5.0,a month ago,VERY GOOD RESTAURANT THE DISHES ARE DELICIOUS THE SERVICE IS EXCELLENT I RECOMMEND A VISIT,,,,,Lunch,Russian,2025-09-05,2025-10-05
9097,Ci9DQUlRQUNvZENodHljRjlvT210SmJrbzVVbHBGWmpOWVdFSTRSREpXU2pkeWVGRRAB,76,Арай Борамбаева,1 review,5.0,a month ago,"Everything was delicious, normal food 😀.",5,5,5,,,Russian,2025-09-05,2025-10-05
9098,Ci9DQUlRQUNvZENodHljRjlvT21kb04ybFNjVkZ2WVdsWE1VaHBOemh2VmtWeE5IYxAB,76,akeel sunbul,Local Guide · 644 reviews · 82 photos,5.0,a month ago,"The chef is a respectable person from Azerbaijan, a nice and well-mannered person, the staff are respectful, the place is clean and beautiful, the food is excellent, excellent, I recommend it, the food is varied, and I will put what I ordered, I strongly recommend it. The food is halal, and after dinner, a wolf's tea is a treat. I will come back again, God willing. ⭐⭐⭐⭐⭐10/10",5,5,5,,Dinner,Arabic,2025-09-05,2025-10-05
9099,Ci9DQUlRQUNvZENodHljRjlvT2pCeVprMUNZbEUzV2tWU1kweFRiamwzVUdrNVVHYxAB,76,tug bilek,Local Guide · 9 reviews · 4 photos,5.0,a month ago,"My wife and I recently had dinner at Sultan Istanbul, and it was a truly delightful experience. The food was absolutely delicious — every dish was packed with rich, authentic flavor and presented beautifully. What made it even more special was the touch of Azerbaijani influence brought by the talented chef, whose passion for cooking really came through in every bite.

The atmosphere was warm, welcoming, and perfect for a relaxing evening together. The service was excellent — friendly, attentive, and made us feel right at home.

We left Sultan Istanbul full, happy, and already looking forward to coming back. Highly recommended for anyone who enjoys authentic cuisine with heart and soul behind it.",5,5,5,,,,2025-09-05,2025-10-05
9100,Ci9DQUlRQUNvZENodHljRjlvT21KSFVFeEVUblpqUldaS2QwVjZiRkkzUVRGb05GRRAB,76,Eldos Zhalelov,3 reviews,5.0,a month ago,"Very tasty, will keep up the conversation.
Chef Nikat is friendly, will keep up the conversation in Russian and Kazakh",5,5,5,,,Russian,2025-09-05,2025-10-05
9101,Ci9DQUlRQUNvZENodHljRjlvT205elRsQjBjV2wzYW1vNFQwY3RORU4yYkZKTFdFRRAB,76,Мереке Калиева,1 review,5.0,2 months ago,"Very nice restaurant, loved the food, price, portions are good. Everything is clean. Very affordable. Special thanks to the chef Nijat. Friendly atmosphere.",5,5,5,,,,2025-08-05,2025-10-05
9102,Ci9DQUlRQUNvZENodHljRjlvT2tWVmEwcHFiQzFCVm10aVUwaHllRGxSU2tkbFdVRRAB,76,Улдана Калиева,1 review,5.0,2 months ago,"Very good restaurant, good portions, tasty, filling, good price. Special thanks to chef Nijat.",5,5,5,,,Russian,2025-08-05,2025-10-05
9103,Ci9DQUlRQUNvZENodHljRjlvT2tsTWFFdFBRVFI2T0RKM1RGUjZUbGxmUkhScVgxRRAB,76,Hassan Alkadhem,Local Guide · 88 reviews · 358 photos,5.0,2 months ago,"The restaurant is characterized by its cleanliness and varied menu. It also sells Turkish sweets such as baklava and kunafa.
The food is delicious.
The portion size is excellent compared to the price.
The staff are friendly.
It has a restroom.
The prices are reasonable and moderate.",5,5,5,Dine in,Lunch,Arabic,2025-08-05,2025-10-05
9104,Ci9DQUlRQUNvZENodHljRjlvT205M01FWm9iVzVuWWpoeGVFSjRPRmRITjB4alptYxAB,76,Жанара Адылгазиева,2 reviews · 1 photo,5.0,2 months ago,"We were in this cafe, with a friend, before that we read reviews, there were many negative ones, we took a chance and went in, 🌝
The food is very tasty, the portions are normal👌, everything is normal in spices, everything was fresh, we were waiting for the order, it is clean, cozy, the toilet is clean, the staff is polite and friendly, there is air conditioning inside👌, music plays quietly in the background,
I think that there are some rough edges))) they have worked on it👌
Usually I don’t recommend anything to anyone))) but if you are in Da Nang, I advise you to try Turkish kebab🙌",5,5,5,,Dinner,Russian,2025-08-05,2025-10-05
9105,Ci9DQUlRQUNvZENodHljRjlvT2xwMVprRnNjVE5ZVkY5bmFGRTJjMlZVVVZsdlVIYxAB,76,Sara Ismail,1 review · 2 photos,5.0,2 months ago,"Everything is very tasty!!! Thank you very much!!!😍😍😍 Nizat served very well, thank him!!!👍🏽👍🏽👍🏽",5,5,5,,,Russian,2025-08-05,2025-10-05
9106,Ci9DQUlRQUNvZENodHljRjlvT2xOYU1tWm9ialZvVDJOR1RUaEVVME5hUmpWeFRXYxAB,76,Karish Karisha,1 review · 1 photo,5.0,2 months ago,Prosperity to the establishment! Everything was very tasty!,5,5,5,,Lunch,Russian,2025-08-05,2025-10-05
9107,Ci9DQUlRQUNvZENodHljRjlvT2s0eWRVRm1hRGhmV21GTVEyRkphMGxEZW5SbFVVRRAB,76,Болат Макулжанов,2 reviews,5.0,2 months ago,Very tasty! The chef is just a handsome man!,,,,,,Russian,2025-08-05,2025-10-05
9108,Ci9DQUlRQUNvZENodHljRjlvT2pGeE1VbFFUVUpIVmxNMGJHdEhkbVJsVkVjdE4yYxAB,76,Alla L,5 reviews · 11 photos,5.0,2 months ago,"I visited in July, completely by chance, ordered Burek, with cheese, it was incredibly delicious, the most delicious cheburek of those I tried, with a thin crispy crust, juicy inside and in addition to a delicious sauce. The restaurant is cozy, soft music plays, everyone is friendly. I'm glad that I discovered this place, and I came here again. I recommend it!!!",5,5,5,,,Russian,2025-08-05,2025-10-05
9109,Ci9DQUlRQUNvZENodHljRjlvT2paZmEySkRRa2hYTWpWdmNIQm5hbWxZVkd0YVoyYxAB,76,Levina V,7 reviews · 3 photos,5.0,2 months ago,Everything was very tasty and prepared quickly. We ordered iskander kebab and kunefe dessert.,5,5,5,,,Russian,2025-08-05,2025-10-05
9110,Ci9DQUlRQUNvZENodHljRjlvT210bU1tSlFjMmsxWkZkQ1lYQkJVbVZOY0ZJeVMxRRAB,76,hattan,Local Guide · 38 reviews,5.0,2 months ago,The food was good.,4,5,4,,Dinner,Arabic,2025-08-05,2025-10-05
9111,Ci9DQUlRQUNvZENodHljRjlvT2xoVldERnZRME5zUkZwa1RESnpURjlUVUdkdFZsRRAB,76,Burcu Kucuk,7 reviews · 5 photos,5.0,2 months ago,"We came here because we missed Turkish food so much. Great service, delicious food. Thank you 🙏",5,5,5,,,Turkish,2025-08-05,2025-10-05
9112,Ci9DQUlRQUNvZENodHljRjlvT2pCc1oxbEdlamd5WHkwMU5GSkZSMFk0VVZoT2IyYxAB,76,Doğukan,2 reviews · 6 photos,5.0,2 months ago,"Everything was very good, definitely try it 👍🏻",5,5,5,,,Turkish,2025-08-05,2025-10-05
9113,Ci9DQUlRQUNvZENodHljRjlvT2pGUVYzUk1kR3BHYmw5c056RXplRE5hTlhCQlMyYxAB,76,Emre Salih,Local Guide · 19 reviews · 4 photos,5.0,2 months ago,"Was really delicious food , lentil soup is amazing",5,5,5,,,,2025-08-05,2025-10-05
9114,Ci9DQUlRQUNvZENodHljRjlvT25KR2RtbE9iR0Z6UkVWWFpVTmtUWGx1Ulc1TFZHYxAB,76,Kenny Crowley,13 reviews · 1 photo,5.0,2 months ago,"Loved the food. The staff were great, the ambiance was nice and the quality and authenticity of the food had me going back three dinners in the week I was in Da Nang.",5,5,5,,,,2025-08-05,2025-10-05
9115,Ci9DQUlRQUNvZENodHljRjlvT25kYWFHbEhkRGxpTWxSVlJrTnpiV3h0TVdoS2NuYxAB,76,Philippines __,3 reviews · 1 photo,5.0,2 months ago,"maa damn delicious, bold, bezge tough otti, definitely cheburek and chicken platter and banana, Iskander take it!!❤️‍🔥❤️‍🔥BAKHLAVA MAKHHABBAT😍😍 honestly, I really liked the sincere atmosphere and coziness of the place!",5,5,5,,,Russian,2025-08-05,2025-10-05
9116,Ci9DQUlRQUNvZENodHljRjlvT2pkc01raHJOa2t5WWxOU2NXNVViVVV6VVMxWWMxRRAB,76,Huseyin Erden,Local Guide · 29 reviews · 84 photos,5.0,2 months ago,Nicat is a master. It was a wonderful and delicious meal.,5,5,5,,Dinner,Turkish,2025-08-05,2025-10-05
9117,Ci9DQUlRQUNvZENodHljRjlvT25KcGIyeDFURVV3UzFFNWFXeFFYekJpVFcxcVVIYxAB,76,Балым Сагымбаева,1 review · 1 photo,5.0,2 months ago,"Everything is top notch, the food is very tasty.🤤The staff is very very friendly🤗
We are very glad that we found a halal restaurant in Da Nang🥰
Soo Nice 👌❤️❤️❤️",5,5,5,,,Russian,2025-08-05,2025-10-05
9118,Ci9DQUlRQUNvZENodHljRjlvT2pKaVgyeG5SMUY0V1hRd1NETnVjVXBoTlVvNVRIYxAB,76,Gözde Sanyürek,5 reviews,5.0,2 months ago,"It's one of the most magnificent places to visit in Vietnam, a place I'll want to visit again and again, both in terms of atmosphere and overall appeal. I'd like to thank the staff who expertly served us Turkish cuisine on the other side of the world, and Chef Nejat, who made us experience it. For those who enjoy a peaceful, beautiful, and enjoyable holiday, Sultan Istanbul Kebab is the only address in Vietnam. ❤️❤️
Well done, Chef Nejat.
Well done, Sultan Istanbul.
Thank you for your efforts.
Thank you 🙏🏻🙏🏻🙏🏻🙏🏻",5,5,5,,,Turkish,2025-08-05,2025-10-05
9119,Ci9DQUlRQUNvZENodHljRjlvT2tWU2NXUTFSVlJDVTBKR2MxcDZibWRrTmkxemFIYxAB,76,Aymen Uzun,3 reviews · 1 photo,5.0,2 months ago,"The food I ate here was truly delicious, but the person who truly made the difference was Chef Nejat. His attention to detail, care, and energy are immediately palpable.
He's simple, genuine, and passionate about his work. It's hard to find people like him.

I was truly surprised and delighted to encounter such high-quality Turkish cuisine in Vietnam, especially in such a remote region. Both the presentation and the taste exceeded my expectations.
The restaurant's atmosphere is also very pleasant, warm, and clean. It's a popular choice for both locals and tourists.

Those familiar with Turkish cuisine can pretty much guess what to expect, but for those unfamiliar with it, it's a wonderful discovery. I highly recommend trying Chef Nejat's dishes. Great job!

☀️😊🙌🏻👍🏻",5,5,5,,Dinner,Turkish,2025-08-05,2025-10-05
9120,Ci9DQUlRQUNvZENodHljRjlvT2toQlJYQnVUM0kxT1cxc2RYTXRYM2RTZFhScFFXYxAB,76,Nicat Babaev,Local Guide · 21 reviews · 17 photos,5.0,Edited 2 months ago,The food is amazing 👏👏,5,5,5,,Dinner,Turkish,2025-08-05,2025-10-05
9121,Ci9DQUlRQUNvZENodHljRjlvT2xoV2VuUklaRnB3VFdkNFIzbHRiMVI1VVhWaU9FRRAB,76,محمد صالح,7 reviews · 1 photo,1.0,2 months ago,"Unfortunately, I went to the restaurant and had shawarma and chicken pieces. Honestly, the shawarma smelled like it was stale and I had stomach cramps. I spent two days suffering from stomach pain and fever. I advise Arab tourists to bring cooking supplies with them and not to tire yourself out looking for clean restaurants.",2,1,1,,Dinner,Arabic,2025-08-05,2025-10-05
9122,Ci9DQUlRQUNvZENodHljRjlvT20xSU5GVm5URE4zYVU5NVNYWlFXVFJxUTFoRmJYYxAB,76,راكان,4 reviews · 1 photo,5.0,2 months ago,The food is very delicious. The prices are reasonable. The staff is cooperative.,5,5,5,,Lunch,Arabic,2025-08-05,2025-10-05
9123,Ci9DQUlRQUNvZENodHljRjlvT2pGV00wRldTRGMzTFVaUlJ6RTBkQzB5VVVGdFRGRRAB,76,Reema,10 reviews,2.0,2 months ago,"Honestly, the restaurant has nothing good except that the staff are very nice and respectful. Regarding the food, I ordered meat with dough and fries, and they were the only good ones. As for the shawarma, it was very bad and had a sauce I don't know what it tasted like, and the hummus wasn't good and tasted strange, and the bread I ordered looked like a wall, not bread, because it was so dry. It was an unsatisfactory experience for me, and most restaurants in Vietnam are, frankly, very bad.",5,1,5,,,Arabic,2025-08-05,2025-10-05
9124,Ci9DQUlRQUNvZENodHljRjlvT25SVGQyNUtaRlYyVkVZMVpsbGFNVFF0TUdaYWNIYxAB,76,Birsen Teksin,1 review · 2 photos,5.0,2 months ago,"We've been traveling through Vietnam for 20 days. We came here longing for Turkish food. The staff's attentiveness, the refreshments, and the orders we placed were all as good as those in Turkey. We were very pleased. If you ever go to Danang, you should definitely try it.",5,5,5,,,Turkish,2025-08-05,2025-10-05
9125,Ci9DQUlRQUNvZENodHljRjlvT2pGeGVXaEJOa2xFY1ZCNExYTm1XRFpaZW5OcmNuYxAB,76,Abo Rakan,6 reviews · 9 photos,5.0,2 months ago,"A delicious, beautiful, and halal restaurant. They have delicious shawarma. Their prices are excellent. The owner of the restaurant is a respectful, smiling, and cheerful Turkish young man. We will come back to him again and try other dishes. 🇹🇷❤️ 🇸🇦",5,5,5,,,Arabic,2025-08-05,2025-10-05
9126,Ci9DQUlRQUNvZENodHljRjlvT2w4eWFFNUNjbUU1TTJkc1N6bHBZakJ3UkVNeGNIYxAB,76,Abdullah özgür,9 reviews · 1 photo,5.0,2 months ago,"If you're looking for authentic Turkish flavors in Da Nang, Sultan Kebap is definitely the place to visit! Their kebabs, döner kebabs, and especially their flatbreads are truly homegrown. The meat is meticulously marinated, the portions are generous, and the presentation is impeccably clean. The owner and staff are incredibly friendly and welcoming. Even though you're far away, they make you feel like you're in a restaurant in Turkey. We've satisfied our cravings, and our stomachs are happy. Thank you, Sultan Kebap!",5,5,5,,,Turkish,2025-08-05,2025-10-05
9127,Ci9DQUlRQUNvZENodHljRjlvT2xGcExUUlBhMDlWZWpaVU5taEJUalp2TUVaUVduYxAB,76,Madiyar Kanapiyanov,3 reviews,5.0,2 months ago,"Nijat is just super! Met from the doorway and immediately felt the hospitality of Turkey! Very tasty food, and most importantly everything is halal. And Nijat can also speak Kazakh and Russian, which is very nice. Who misses Eastern cuisine and who wants delicious meat in Da Nang, everyone is welcome to this place!",5,5,5,,,Russian,2025-08-05,2025-10-05
9128,Ci9DQUlRQUNvZENodHljRjlvT25jdFEyRlNja2sxWWkxV1J5MXJVbTFZZDJvMloyYxAB,76,Merve U.,Local Guide · 7 reviews · 34 photos,5.0,2 months ago,"I stumbled upon this Turkish restaurant completely by chance, and it turned out to be such a lucky find. If you're unsure about trying Vietnamese food or you're looking for halal options, this place is an excellent choice. I had lahmacun and ayran, and I can confidently say the quality and cleanliness are on par with true Turkish standards👌🏻",5,5,5,,,,2025-08-05,2025-10-05
9129,Ci9DQUlRQUNvZENodHljRjlvT210TGFqQkVZM2xDZG1aNVRVUldTRzQ1TjFselJIYxAB,76,Talal 30500,4 reviews · 1 photo,5.0,2 months ago,"The restaurant is an artist, we tried a mixed grill platter and it was amazing, the lamb iskender was okay and the hummus as well. Don't expect a taste like you're in Turkey, but the restaurant is wonderful and its atmosphere is calm and relaxing, the staff is friendly, helpful and smiling, and the young chef Nikat is an artist and classy. I wish him and his staff all the best. Don't forget to order coffee at the end 👌👍",5,4,5,,,Arabic,2025-08-05,2025-10-05
9130,Ci9DQUlRQUNvZENodHljRjlvT25kaFdIbE5YMDV6TWpNMVJrUkVkemd0V0VWMlkyYxAB,76,Куаныш Лемисов,1 review,5.0,2 months ago,"We had a good meal, delicious food!",5,5,5,,,Russian,2025-08-05,2025-10-05
9131,Ci9DQUlRQUNvZENodHljRjlvT210WlVVeG1Xakl6ZVVWTVRqaFNWMDFXVXpGTlVIYxAB,76,merve coskun,2 reviews · 1 photo,5.0,2 months ago,It was great 🫶🏽,5,5,5,,,Turkish,2025-08-05,2025-10-05
9132,Ci9DQUlRQUNvZENodHljRjlvT214SGNFUm1iRm80YlhWRGFrZHZNMDAzTTBsclNrRRAB,76,Simge Cosgun,2 reviews,5.0,2 months ago,Very nice time Thank you 👏👏,5,5,5,,,Turkish,2025-08-05,2025-10-05
9133,Ci9DQUlRQUNvZENodHljRjlvT2pBMmRrMUtUSEJTY1hZelpEQlphbXMzWWpGck0zYxAB,76,Ahmed Sheqwara,Local Guide · 7 reviews,5.0,2 months ago,"Great food and hospitality! Better than many Turkish restaurants that I have tried in Turkey itself.. I tried the Kabab Iskender platter, Adana shish kebab roll, turkish pizza mozarella cheese and turkish mix pizza and all were great.",5,5,5,,Dinner,,2025-08-05,2025-10-05
9134,Ci9DQUlRQUNvZENodHljRjlvT2twQ1ZscDJabWQwVW1aclpHRkNRWFpWTnpKT1FYYxAB,76,Randoms,Local Guide · 22 reviews · 3 photos,4.0,2 months ago,"The shawarma wasn't very good, and I ordered grilled chicken after it was cooked properly, but overall everything else was good.",5,3,4,,,Arabic,2025-08-05,2025-10-05
9135,Ci9DQUlRQUNvZENodHljRjlvT2kweVVqRnFZUzFDUjNCSmRWbGxVWEZTYlcxU1ZrRRAB,76,Nurullah Gurkan,5 reviews · 2 photos,5.0,2 months ago,"The lentil soup is excellent, and the lahmacun and pita are also excellent. The lamb kebab is similar to our döner pilaf with yogurt added, and it looks great. I'll definitely try it next time. The place is clean, and the chef is very attentive and kind. The staff are trying to get used to the service industry; they're friendly and enthusiastic. I thank them for their service. Definitely come and experience this delicious meal. You won't regret it.",5,5,5,,Dinner,Turkish,2025-08-05,2025-10-05
9136,Ci9DQUlRQUNvZENodHljRjlvT2pOM1RWUnBSM0ZKTVhKSVkyOXhZWGN3UlhJNFQzYxAB,76,ismet karaman,Local Guide · 22 reviews · 5 photos,5.0,2 months ago,"The place is in a beautiful location, the staff and chef are very attentive. The food is also very good. I especially thank the chef very much.",5,5,5,,,Turkish,2025-08-05,2025-10-05
9137,Ci9DQUlRQUNvZENodHljRjlvT2xWTE5VaHpSRUo0Y1hCTFRGOVVkV3RxTVhKSFZXYxAB,76,Leila SSS,2 reviews,5.0,2 months ago,Very tasty,5,5,,,,Russian,2025-08-05,2025-10-05
9138,Ci9DQUlRQUNvZENodHljRjlvT25aZk5WOUllVk5WY21wVFRtOTJNMjl6U0RNMWQzYxAB,76,ASS MUSIC,1 review,5.0,2 months ago,Very good food,5,5,5,,,Russian,2025-08-05,2025-10-05
9139,Ci9DQUlRQUNvZENodHljRjlvT2xoV1NtczJWMmRmVmxkV1YwUjVSM001VVZGeWNWRRAB,76,Tufan Çelikten,4 reviews,5.0,2 months ago,The chef is very professional and very friendly food was amazing good and all stuff is just perfect. Love it 😍,5,5,5,,,,2025-08-05,2025-10-05
9140,Ci9DQUlRQUNvZENodHljRjlvT21wNVdtdDFkRlJwTkZKaFdEUlBMVVZ3Y2xOdlUxRRAB,76,Nawaf,Local Guide · 13 reviews · 10 photos,5.0,2 months ago,"Delicious food ,Better service, Definitely recommend.",5,5,5,,,,2025-08-05,2025-10-05
9141,Ci9DQUlRQUNvZENodHljRjlvT2toT04zWnRiRTFEZUhKeVltRlJOamRTWVhvMU1rRRAB,76,Alyska,4 reviews · 2 photos,5.0,2 months ago,"I accidentally ended up in this restaurant in Danang
it's so delicious there, the atmosphere is so unusual, the food is very tasty, I liked everything
Thanks to the chef, I'll come back to eat at your place again",5,5,5,,,Russian,2025-08-05,2025-10-05
9142,Ci9DQUlRQUNvZENodHljRjlvT2xOblRURmtla3R2V0dGSFNXdzFlVVJOU2xoaWFVRRAB,76,Monerah Abdullah,Local Guide · 58 reviews · 28 photos,5.0,2 months ago,Anyone who comes to Da Nang must try this restaurant.,5,5,5,,Dinner,Arabic,2025-08-05,2025-10-05
