"Restaurant_id","Url","Restaurant_name","Restaurant_type","Rating_average","Num_of_reviews","Phone","Price_level","Address","Latitude","Longitude","Crawl_date","Accessibility","Amenities","Atmosphere","Children","Crowd","Dining Options","From The Business","Highlights","Offerings","Parking","Payments","Pets","Planning","Popular For","Service Options"
"11","https://www.google.com/maps/place/Sky+View+Restaurant/data=!4m7!3m6!1s0x3142179ce12f3489:0xe9d21eb1e28da76e!8m2!3d16.0676095!4d108.2447798!16s%2Fg%2F11gr1h3_31!19sChIJiTQv4ZwXQjERbqeN4rEe0uk?authuser=0&hl=en&rclk=1","Sky View Restaurant","Fine dining restaurant","4.9",776,"02363928688","","216 Đường võ nguyên giáp, An Hải, Sơn Trà, Đà Nẵng 550000",16.0675625,108.2448125,"2025-10-03 13:58:11","[""Has wheelchair-accessible entrance"", ""Has wheelchair-accessible toilet""]","[""Has bar on site"", ""Has toilet"", ""Has Wi-Fi"", ""Free Wi-Fi""]","[""Cosy"", ""Romantic"", ""Trendy"", ""Upmarket""]","[""Good for kids"", ""High chairs available""]","[""Family friendly"", ""Good for groups"", ""Popular with tourists""]","[""Serves breakfast"", ""Serves brunch"", ""Serves lunch"", ""Serves dinner"", ""Has catering"", ""Serves dessert"", ""Has table service""]","[]","[""Has great beer selection"", ""Serves great cocktails"", ""Serves great coffee"", ""Serves great dessert"", ""Has great wine list"", ""Has rooftop seating""]","[""Serves alcohol"", ""Serves beer"", ""Serves cocktails"", ""Serves coffee"", ""Serves happy-hour drinks"", ""Serves spirits"", ""Serves wine""]","[""Free parking lot"", ""Plenty of parking""]","[""Accepts credit cards"", ""Accepts debit cards""]","[]","[""Dinner reservations recommended"", ""Accepts reservations""]","[""Popular for lunch"", ""Popular for dinner"", ""Good for solo dining""]","[""Has outdoor seating"", ""Offers takeaway"", ""Serves dine-in""]"
"12","https://www.google.com/maps/place/MAAZI+Da+Nang/data=!4m7!3m6!1s0x314219835d28a4a9:0xf4af19405433f45f!8m2!3d16.0622399!4d108.2231519!16s%2Fg%2F11khx0r1y9!19sChIJqaQoXYMZQjERX_QzVEAZr_Q?authuser=0&hl=en&rclk=1","MAAZI Da Nang","Indian restaurant","4.8",3466,"02363522211","₫100–200K","264 Trần Phú, Phước Ninh, Hải Châu, Đà Nẵng 700000",16.0621875,108.2231875,"2025-10-03 13:58:17","[""Has wheelchair-accessible entrance"", ""Has wheelchair-accessible seating"", ""Has wheelchair-accessible toilet""]","[""Has bar on site"", ""Has toilet"", ""Has Wi-Fi"", ""Free Wi-Fi""]","[""Casual"", ""Cosy"", ""Quiet"", ""Upmarket""]","[""Good for kids""]","[""Family friendly"", ""Good for groups"", ""Popular with tourists""]","[""Serves breakfast"", ""Serves brunch"", ""Serves lunch"", ""Serves dinner"", ""Has catering"", ""Has counter service"", ""Serves dessert"", ""Has seating"", ""Has table service""]","[]","[""Has great beer selection"", ""Serves great cocktails"", ""Serves great dessert"", ""Has great tea selection""]","[""Serves alcohol"", ""Always offers all that you can eat"", ""Serves beer"", ""Serves cocktails"", ""Serves coffee"", ""Serves late-night food"", ""Quick bite"", ""Serves small plates"", ""Serves spirits"", ""Serves vegan dishes"", ""Serves vegetarian dishes"", ""Serves wine""]","[""Free of charge street parking"", ""Free parking lot"", ""Plenty of parking""]","[""Accepts cheques"", ""Accepts credit cards"", ""Accepts debit cards"", ""Accepts NFC mobile payments""]","[]","[""Dinner reservations recommended"", ""Accepts reservations""]","[""Popular for lunch"", ""Popular for dinner"", ""Good for solo dining""]","[""Has no-contact delivery"", ""Offers delivery"", ""Offers takeaway"", ""Serves dine-in""]"
"13","https://www.google.com/maps/place/Cabanon+Palace/data=!4m7!3m6!1s0x314219cf845a3c6b:0xc5938cb8fc09c57a!8m2!3d16.0737348!4d108.2408397!16s%2Fg%2F11gr1625yh!19sChIJazxahM8ZQjEResUJ_LiMk8U?authuser=0&hl=en&rclk=1","Cabanon Palace","French restaurant","4.8",1614,"0796653020","₫1,000,000+","Cordial Grand Hotel, 21th floor, 27-29 Loseby, Street, Sơn Trà, Đà Nẵng 550000",16.0736875,108.2408125,"2025-10-03 13:58:31","[""Has wheelchair-accessible toilet"", ""No wheelchair-accessible entrance""]","[""Has bar on site"", ""Has toilet"", ""Has Wi-Fi"", ""Free Wi-Fi""]","[""Cosy"", ""Quiet"", ""Romantic"", ""Upmarket""]","[""Good for kids"", ""High chairs available""]","[""Family friendly"", ""Good for groups"", ""LGBTQ+ friendly"", ""Popular with tourists"", ""Transgender safe space""]","[""Serves dinner"", ""Serves dessert"", ""Has seating"", ""Has table service""]","[]","[""Serves great cocktails"", ""Serves great dessert"", ""Has great wine list"", ""Has rooftop seating""]","[""Serves alcohol"", ""Serves beer"", ""Serves cocktails"", ""Serves coffee"", ""Has private dining room"", ""Serves spirits"", ""Serves vegetarian dishes"", ""Serves wine""]","[""Free parking lot"", ""Plenty of parking""]","[""Accepts credit cards"", ""Accepts debit cards"", ""Accepts NFC mobile payments"", ""Credit cards""]","[]","[""Reservations required"", ""Dinner reservations recommended"", ""Accepts reservations""]","[""Popular for dinner"", ""Good for solo dining""]","[""Has outdoor seating"", ""Serves dine-in"", ""No delivery""]"
"14","https://www.google.com/maps/place/Red+Sky+Steakhouse/data=!4m7!3m6!1s0x314219cd2416f17f:0x23cfcbfc9375196c!8m2!3d16.0630599!4d108.222984!16s%2Fg%2F1hc10d7m2!19sChIJf_EWJM0ZQjERbBl1k_zLzyM?authuser=0&hl=en&rclk=1","Red Sky Steakhouse","Steak house","4.6",1018,"0905727576","₫₫","248 Trần Phú, Phước Ninh, Hải Châu, Đà Nẵng 550000",16.0630625,108.2229375,"10/1/2025 14:45","[""No wheelchair-accessible car park""]","[""Has bar on site"", ""Has gender-neutral toilets"", ""Has toilet"", ""Has Wi-Fi"", ""Free Wi-Fi""]","[""Cosy"", ""Quiet"", ""Romantic"", ""Trendy"", ""Upmarket""]","[""Good for kids"", ""High chairs available"", ""Has kids' menu""]","[""Family friendly"", ""Good for groups"", ""LGBTQ+ friendly"", ""Popular with tourists"", ""Transgender safe space""]","[""Serves breakfast"", ""Serves brunch"", ""Serves lunch"", ""Serves dinner"", ""Serves dessert"", ""Has seating"", ""Has table service""]","[]","[""Serves great cocktails"", ""Serves great coffee"", ""Serves great dessert"", ""Has great wine list""]","[""Serves alcohol"", ""Serves beer"", ""Serves cocktails"", ""Serves coffee"", ""Serves halal food"", ""Serves happy-hour drinks"", ""Serves late-night food"", ""Serves organic dishes"", ""Has private dining room"", ""Serves small plates"", ""Serves spirits"", ""Serves vegetarian dishes"", ""Serves wine""]","[""Free of charge street parking"", ""Free parking lot"", ""Plenty of parking"", ""Valet parking""]","[""Accepts credit cards"", ""Accepts debit cards"", ""Accepts NFC mobile payments"", ""Credit cards""]","[""Dogs allowed"", ""Dogs allowed outside""]","[""Accepts reservations""]","[""Popular for lunch"", ""Popular for dinner"", ""Good for solo dining""]","[""Has no-contact delivery"", ""Offers delivery"", ""On-site services available"", ""Offers takeaway"", ""Serves dine-in""]"
"15","https://www.google.com/maps/place/My+Casa/data=!4m7!3m6!1s0x31421785e49d43cf:0x6faad102267d0598!8m2!3d16.0717751!4d108.2427547!16s%2Fg%2F1q62bw489!19sChIJz0Od5IUXQjERmAV9JgLRqm8?authuser=0&hl=en&rclk=1","My Casa","Spanish restaurant","4.6",1917,"0769908603","","53 Morrison, Phước Mỹ, Sơn Trà, Đà Nẵng 553422",16.0718125,108.2428125,"2025-10-03 13:58:41","[""Has wheelchair-accessible entrance"", ""Has wheelchair-accessible seating""]","[""Has bar on site"", ""Has toilet"", ""Has Wi-Fi"", ""Free Wi-Fi""]","[""Casual"", ""Cosy"", ""Quiet"", ""Romantic"", ""Trendy""]","[""Good for kids"", ""High chairs available""]","[""Family friendly"", ""Good for groups"", ""LGBTQ+ friendly"", ""Popular with tourists"", ""Transgender safe space""]","[""Serves brunch"", ""Serves lunch"", ""Serves dinner"", ""Has catering"", ""Serves dessert"", ""Has seating"", ""Has table service""]","[""Identifies as women-owned""]","[""Has great beer selection"", ""Serves great cocktails"", ""Serves great coffee"", ""Serves great dessert"", ""Has great wine list""]","[""Serves alcohol"", ""Serves beer"", ""Serves cocktails"", ""Serves coffee"", ""Serves happy-hour drinks"", ""Serves late-night food"", ""Quick bite"", ""Serves small plates"", ""Serves spirits"", ""Serves vegetarian dishes"", ""Serves wine""]","[""Free of charge street parking"", ""Free parking lot"", ""Plenty of parking""]","[""Accepts credit cards"", ""Accepts debit cards"", ""Accepts NFC mobile payments"", ""Credit cards""]","[""Dogs allowed outside""]","[""Accepts reservations""]","[""Popular for lunch"", ""Popular for dinner"", ""Good for solo dining""]","[""Has outdoor seating"", ""Offers takeaway"", ""Serves dine-in""]"
"16","https://www.google.com/maps/place/Fatfish/data=!4m7!3m6!1s0x3142182ceeed1a37:0xe27c84359c53b1e5!8m2!3d16.0648589!4d108.2301009!16s%2Fg%2F11b8tnp0rh!19sChIJNxrt7iwYQjER5bFTnDWEfOI?authuser=0&hl=en&rclk=1","Fatfish","Fusion restaurant","4.5",941,"02363945707","₫₫₫","439 Đ. Trần Hưng Đạo, An Hải Trung, Sơn Trà, Đà Nẵng 550000",16.064812500000002,108.2300625,"2025-10-03 13:58:46","[""Has wheelchair-accessible entrance"", ""Has wheelchair-accessible seating"", ""Has wheelchair-accessible toilet""]","[""Has bar on site"", ""Has toilet""]","[""Casual"", ""Cosy"", ""Romantic"", ""Trendy"", ""Upmarket""]","[""Good for kids"", ""High chairs available""]","[""Good for groups"", ""Popular with tourists""]","[""Serves breakfast"", ""Serves brunch"", ""Serves lunch"", ""Serves dinner"", ""Has catering"", ""Serves dessert"", ""Has seating"", ""Has table service""]","[]","[""Has great beer selection"", ""Serves great cocktails"", ""Serves great coffee"", ""Serves great dessert"", ""Has great wine list""]","[""Serves alcohol"", ""Serves beer"", ""Serves cocktails"", ""Serves coffee"", ""Serves happy-hour drinks"", ""Quick bite"", ""Serves small plates"", ""Serves spirits"", ""Serves wine""]","[""Free of charge street parking""]","[""Accepts credit cards"", ""Accepts debit cards"", ""Accepts NFC mobile payments"", ""Credit cards""]","[]","[""Accepts reservations""]","[""Popular for lunch"", ""Popular for dinner"", ""Good for solo dining""]","[""Has outdoor seating"", ""Offers delivery"", ""Offers takeaway"", ""Serves dine-in""]"
"17","https://www.google.com/maps/place/Le+Comptoir/data=!4m7!3m6!1s0x31421772a3e3e8c3:0x107487f9a6308c!8m2!3d16.0426746!4d108.2454296!16s%2Fg%2F11gl587yy9!19sChIJw-jjo3IXQjERjDCm-Yd0EAA?authuser=0&hl=en&rclk=1","Le Comptoir","French restaurant","4.8",1671,"0708040560","₫1,000,000+","16 Chế Lan Viên, Bắc Mỹ An, Ngũ Hành Sơn, Đà Nẵng 550000",16.0426875,108.2454375,"2025-10-03 13:58:52","[]","[""Has toilet"", ""Has Wi-Fi"", ""Free Wi-Fi""]","[""Cosy"", ""Quiet"", ""Romantic"", ""Trendy"", ""Upmarket""]","[""Good for kids"", ""High chairs available"", ""Has kids' menu""]","[""Good for groups"", ""Popular with tourists""]","[""Serves dinner"", ""Has counter service"", ""Serves dessert"", ""Has seating"", ""Has table service""]","[]","[""Serves great cocktails"", ""Serves great coffee"", ""Serves great dessert"", ""Has great wine list""]","[""Serves alcohol"", ""Serves cocktails"", ""Serves coffee"", ""Has private dining room"", ""Serves spirits"", ""Serves vegetarian dishes"", ""Serves wine""]","[""Free of charge street parking""]","[""Accepts credit cards"", ""Accepts debit cards"", ""Accepts NFC mobile payments"", ""Credit cards""]","[]","[""Reservations required"", ""Dinner reservations recommended"", ""Accepts reservations""]","[""Popular for dinner"", ""Good for solo dining""]","[""Serves dine-in"", ""No delivery"", ""On-site services not available"", ""No takeaway""]"
"18","https://www.google.com/maps/place/The+View+-+Yacht+Restaurant+Da+Nang/data=!4m7!3m6!1s0x31423dbb8bd2c75d:0xd7d7d7f61ed0ac44!8m2!3d16.0641685!4d108.2296915!16s%2Fg%2F11v3_qbsjp!19sChIJXcfSi7s9QjERRKzQHvbX19c?authuser=0&hl=en&rclk=1","The View - Yacht Restaurant Da Nang","Seafood restaurant","4.7",1149,"0898173183","","Du thuyền Happy Yacht, An Hải, Hải Châu, Đà Nẵng 50400",16.064187500000003,108.2296875,"2025-10-03 13:58:58","[]","[""Has bar on site"", ""Has toilet""]","[""Cosy"", ""Quiet"", ""Romantic""]","[""Good for kids""]","[""Family friendly"", ""Good for groups"", ""LGBTQ+ friendly"", ""Popular with tourists"", ""Transgender safe space""]","[""Serves breakfast"", ""Serves lunch"", ""Serves dinner"", ""Has catering"", ""Serves dessert"", ""Has seating"", ""Has table service""]","[]","[""Has great beer selection"", ""Serves great cocktails"", ""Serves great coffee"", ""Serves great dessert"", ""Has great wine list""]","[""Serves alcohol"", ""Always offers all that you can eat"", ""Serves beer"", ""Serves cocktails"", ""Serves coffee"", ""Serves small plates"", ""Serves spirits"", ""Serves wine""]","[""Free of charge street parking"", ""Free parking lot"", ""Plenty of parking""]","[""Accepts credit cards"", ""Accepts debit cards"", ""Accepts NFC mobile payments"", ""Credit cards""]","[]","[""Dinner reservations recommended"", ""Accepts reservations""]","[""Popular for dinner"", ""Good for solo dining""]","[""Has outdoor seating"", ""Serves dine-in"", ""No delivery"", ""No takeaway""]"
"19","https://www.google.com/maps/place/Nh%C3%A0+H%C3%A0ng+Si+Dining/data=!4m7!3m6!1s0x314217ac96f771cb:0x5dc112dabcab9bfd!8m2!3d16.0301883!4d108.2380423!16s%2Fg%2F11sxynmqgm!19sChIJy3H3lqwXQjER_ZurvNoSwV0?authuser=0&hl=en&rclk=1","Nhà Hàng Si Dining","Italian restaurant","4.9",576,"0774464441","₫1,000,000+","01 Giang Châu 2, Khuê Mỹ, Ngũ Hành Sơn, Đà Nẵng 50500",16.0301875,108.2380625,"2025-10-03 13:59:11","[""Has wheelchair-accessible entrance"", ""Has wheelchair-accessible seating"", "" Does not have assistive hearing loop"", ""No wheelchair-accessible car park"", ""No wheelchair-accessible toilet""]","[""Has bar on site"", ""Has gender-neutral toilets"", ""Has toilet"", ""Has Wi-Fi"", ""Free Wi-Fi""]","[""Casual"", ""Cosy"", ""Quiet"", ""Romantic"", ""Trendy"", ""Upmarket""]","[""Good for kids"", ""High chairs available"", ""Has kids' menu""]","[""Family friendly"", ""Good for groups"", ""LGBTQ+ friendly"", ""Popular with tourists"", ""Transgender safe space""]","[""Serves dinner"", ""Has catering"", ""Has counter service"", ""Serves dessert"", ""Has seating"", ""Has table service""]","[]","[""Has great beer selection"", ""Serves great cocktails"", ""Serves great coffee"", ""Serves great dessert"", ""Has great wine list"", ""Has live music"", ""Has rooftop seating""]","[""Serves alcohol"", ""Serves beer"", ""Serves cocktails"", ""Serves coffee"", ""Has salad bar"", ""Serves small plates"", ""Serves spirits"", ""Serves vegetarian dishes"", ""Serves wine""]","[""Free of charge street parking"", ""Free parking lot"", ""Plenty of parking""]","[""Accepts cheques"", ""Accepts credit cards"", ""Accepts debit cards"", ""Accepts NFC mobile payments"", ""Credit cards""]","[]","[""Dinner reservations recommended"", ""Accepts reservations""]","[""Popular for dinner"", ""Good for solo dining""]","[""Has outdoor seating"", ""On-site services available"", ""Serves dine-in"", ""No delivery""]"
"20","https://www.google.com/maps/place/L%27Italiano+Restaurant+Danang/data=!4m7!3m6!1s0x314217f5cb2f52d3:0x7bef106543780227!8m2!3d16.0511304!4d108.2456882!16s%2Fg%2F11cn5pgp82!19sChIJ01Ivy_UXQjERJwJ4Q2UQ73s?authuser=0&hl=en&rclk=1","L'Italiano Restaurant Danang","Italian restaurant","4.7",2311,"0906069458","₫100–300K","Lot 40 An Thượng 30, Bắc Mỹ An, Ngũ Hành Sơn, Đà Nẵng 550000",16.051187499999997,108.2456875,"10/1/2025 14:46","[""Has wheelchair-accessible seating"", ""Has wheelchair-accessible toilet""]","[""Has bar on site"", ""Has toilet""]","[""Casual"", ""Cosy"", ""Romantic"", ""Trendy""]","[""Good for kids"", ""High chairs available"", ""Has kids' menu""]","[""Good for groups"", ""Popular with tourists""]","[""Serves breakfast"", ""Serves brunch"", ""Serves lunch"", ""Serves dinner"", ""Has catering"", ""Serves dessert"", ""Has seating"", ""Has table service""]","[]","[""Serves great coffee"", ""Serves great dessert"", ""Has great wine list""]","[""Serves alcohol"", ""Serves beer"", ""Serves cocktails"", ""Serves coffee"", ""Quick bite"", ""Serves small plates"", ""Serves spirits"", ""Serves wine""]","[""Free of charge street parking"", ""Free parking lot""]","[""Accepts credit cards"", ""Accepts debit cards"", ""Accepts NFC mobile payments"", ""Credit cards""]","[]","[""Dinner reservations recommended"", ""Accepts reservations""]","[""Popular for lunch"", ""Popular for dinner"", ""Good for solo dining""]","[""Has outdoor seating"", ""Has no-contact delivery"", ""Offers delivery"", ""Offers takeaway"", ""Serves dine-in""]"
"21","https://www.google.com/maps/place/Roots+Plant-Based+Cafe+-+Healthy+vegan+restaurant/data=!4m7!3m6!1s0x3142171cef03cf01:0x8bc2a190f42f983!8m2!3d16.0486723!4d108.2478556!16s%2Fg%2F11fd4prghb!19sChIJAc8D7xwXQjERg_lCDxkqvAg?authuser=0&hl=en&rclk=1","Roots Plant-Based Cafe - Healthy vegan restaurant","Vegan restaurant","4.7",2845,"0865528252","₫100–200K","26-27 Trần Bạch Đằng, Bắc Mỹ Phú, Ngũ Hành Sơn, Đà Nẵng 550000",16.0486875,108.2478125,"2025-10-03 13:59:20","[""Has wheelchair-accessible seating"", ""Has wheelchair-accessible toilet""]","[""Has toilet"", ""Has Wi-Fi"", ""Free Wi-Fi""]","[""Casual"", ""Cosy"", ""Quiet"", ""Trendy""]","[""Good for kids"", ""High chairs available""]","[""Family friendly"", ""Good for groups"", ""LGBTQ+ friendly"", ""Popular with tourists"", ""Transgender safe space"", ""Popular with university students""]","[""Serves breakfast"", ""Serves brunch"", ""Serves lunch"", ""Serves dinner"", ""Has catering"", ""Serves dessert"", ""Has seating"", ""Has table service""]","[]","[""Serves great coffee"", ""Serves great dessert"", ""Has great tea selection""]","[""Serves alcohol"", ""Serves cocktails"", ""Serves coffee"", ""Serves happy-hour food"", ""Serves late-night food"", ""Serves organic dishes"", ""Quick bite"", ""Has salad bar"", ""Serves small plates"", ""Serves vegan dishes"", ""Serves vegetarian dishes""]","[""Free of charge street parking"", ""Free parking lot"", ""Plenty of parking""]","[""Accepts credit cards"", ""Accepts debit cards"", ""Accepts NFC mobile payments"", ""Credit cards""]","[""Dogs allowed""]","[""Accepts reservations""]","[""Popular for breakfast"", ""Popular for lunch"", ""Popular for dinner"", ""Good for solo dining""]","[""Has outdoor seating"", ""Has no-contact delivery"", ""Offers delivery"", ""Has drive-through"", ""On-site services available"", ""Offers takeaway"", ""Serves dine-in""]"
"22","https://www.google.com/maps/place/B%E1%BA%BEP+KIM+-+%EB%A0%88%EC%8A%A4%ED%86%A0%EB%9E%91+%28Kim+Restaurant+and+Coffee%29/data=!4m7!3m6!1s0x314219b1ea033bc9:0x7e7bd8793e76cd6!8m2!3d16.074872!4d108.2210984!16s%2Fg%2F11l38ff09l!19sChIJyTsD6rEZQjER1mznk4e95wc?authuser=0&hl=en&rclk=1","BẾP KIM - 레스토랑 (Kim Restaurant and Coffee)","Vietnamese restaurant","4.8",433,"0905588507","₫100–200K","37 Quang Trung, Hải Châu, Đà Nẵng 550000",16.0748125,108.2210625,"2025-10-03 13:59:25","[""No wheelchair-accessible car park""]","[""Has toilet"", ""Has Wi-Fi"", ""Free Wi-Fi""]","[""Casual"", ""Cosy"", ""Romantic"", ""Upmarket""]","[""Good for kids"", ""High chairs available""]","[""Good for groups"", ""Popular with tourists""]","[""Serves breakfast"", ""Serves brunch"", ""Serves lunch"", ""Serves dinner"", ""Has catering"", ""Serves dessert"", ""Has seating"", ""Has table service""]","[]","[""Serves great coffee"", ""Serves great dessert"", ""Has great tea selection""]","[""Serves alcohol"", ""Serves beer"", ""Serves coffee"", ""Quick bite"", ""Serves small plates""]","[""Somewhat difficult to find a space""]","[""Accepts credit cards"", ""Accepts debit cards"", ""Accepts NFC mobile payments""]","[]","[""Accepts reservations""]","[""Popular for lunch"", ""Popular for dinner"", ""Good for solo dining""]","[""Has outdoor seating"", ""Offers delivery"", ""Has drive-through"", ""Offers takeaway"", ""Serves dine-in""]"
"23","https://www.google.com/maps/place/Nh%C3%A0+H%C3%A0ng+3+Big+-+N%C6%B0%E1%BB%9Bng+%26+L%E1%BA%A9u+H%C3%A0n+Qu%E1%BB%91c/data=!4m7!3m6!1s0x31421917b3f6f603:0xb2e30c5e8fc363f5!8m2!3d16.0639665!4d108.2197333!16s%2Fg%2F11rgrrjxrv!19sChIJA_b2sxcZQjER9WPDj14M47I?authuser=0&hl=en&rclk=1","Nhà Hàng 3 Big - Nướng & Lẩu Hàn Quốc","Buffet restaurant","4.9",12519,"02363569000","₫100–200K","134 Phan Châu Trinh, Phước Ninh, Hải Châu, Đà Nẵng 550000",16.0639375,108.21968749999999,"2025-10-03 13:59:30","[""Has wheelchair-accessible entrance"", ""Has wheelchair-accessible seating"", ""Has wheelchair-accessible toilet""]","[""Has toilet"", ""Has Wi-Fi"", ""Free Wi-Fi""]","[""Casual"", ""Cosy""]","[""Good for kids"", ""Good for kids birthday"", ""High chairs available"", ""Has kids' menu""]","[""Family friendly"", ""Good for groups"", ""Popular with tourists"", ""Popular with university students""]","[""Serves brunch"", ""Serves lunch"", ""Serves dinner"", ""Has catering"", ""Serves dessert"", ""Has seating"", ""Has table service""]","[]","[""Has great beer selection"", ""Serves great dessert""]","[""Serves alcohol"", ""Always offers all that you can eat"", ""Serves beer"", ""Serves happy-hour drinks"", ""Serves happy-hour food"", ""Serves late-night food"", ""Quick bite"", ""Has salad bar"", ""Serves small plates""]","[""Free of charge street parking"", ""Free parking lot"", ""Plenty of parking""]","[""Accepts credit cards"", ""Accepts debit cards"", ""Accepts NFC mobile payments"", ""Credit cards""]","[]","[""Lunch reservations recommended"", ""Accepts reservations""]","[""Popular for lunch"", ""Popular for dinner"", ""Good for solo dining""]","[""Has no-contact delivery"", ""Offers delivery"", ""Offers takeaway"", ""Serves dine-in""]"
"24","https://www.google.com/maps/place/All+Seasons+Buffet+Da+Nang/data=!4m7!3m6!1s0x3142177abb885d07:0x8a7c9d0d632f15d9!8m2!3d16.055459!4d108.2430332!16s%2Fg%2F11lds3gkxv!19sChIJB12Iu3oXQjER2RUvYw2dfIo?authuser=0&hl=en&rclk=1","All Seasons Buffet Da Nang","Restaurant","4.9",2309,"0764068111","₫1,000,000+","193 Nguyễn Văn Thoại, An Hải Đông, Ngũ Hành Sơn, Đà Nẵng 550000",16.0554375,108.2430625,"2025-10-03 13:59:35","[""Has wheelchair-accessible car park"", ""Has wheelchair-accessible entrance"", ""Has wheelchair-accessible seating"", "" Does not have assistive hearing loop""]","[""Has bar on site"", ""Has gender-neutral toilets"", ""Has toilet"", ""Has Wi-Fi"", ""Free Wi-Fi""]","[""Casual"", ""Cosy""]","[""Good for kids"", ""Has changing table(s)"", ""High chairs available""]","[""Family friendly"", ""Good for groups"", ""LGBTQ+ friendly"", ""Popular with tourists"", ""Transgender safe space""]","[""Serves brunch"", ""Serves lunch"", ""Serves dinner"", ""Has catering"", ""Has counter service"", ""Serves dessert"", ""Has seating"", ""Has table service""]","[]","[""Has great beer selection"", ""Serves great cocktails"", ""Serves great coffee"", ""Serves great dessert"", ""Has great wine list"", ""Has rooftop seating""]","[""Serves alcohol"", ""Always offers all that you can eat"", ""Serves beer"", ""Serves cocktails"", ""Serves coffee"", ""Serves late-night food"", ""Serves organic dishes"", ""Has private dining room"", ""Has salad bar"", ""Serves small plates"", ""Serves spirits"", ""Serves vegetarian dishes"", ""Serves wine""]","[""Free of charge street parking"", ""Free parking lot"", ""Plenty of parking""]","[""Accepts credit cards"", ""Accepts debit cards"", ""Credit cards""]","[]","[""Reservations required"", ""Dinner reservations recommended"", ""Accepts reservations""]","[""Popular for lunch"", ""Popular for dinner"", ""Good for solo dining""]","[""Serves dine-in"", ""No delivery""]"
"25","https://www.google.com/maps/place/Indian+Ganga+Dining+%26+Lounge+Da+Nang+-+Indian+Restaurant/data=!4m7!3m6!1s0x314217ab3c35a2df:0x24b1e85b67502a7!8m2!3d16.0483942!4d108.2436262!16s%2Fg%2F11ss5n06wm!19sChIJ36I1PKsXQjERpwJ1toUeSwI?authuser=0&hl=en&rclk=1","Indian Ganga Dining & Lounge Da Nang - Indian Restaurant","Indian restaurant","4.8",2436,"0899870554","₫100–200K","79 Mai Thúc Lân, Bắc Mỹ Phú, Ngũ Hành Sơn, Đà Nẵng 550000",16.0484375,108.2436875,"2025-10-03 13:59:40","[""Has wheelchair-accessible seating"", ""Has wheelchair-accessible toilet""]","[""Has bar on site"", ""Has gender-neutral toilets"", ""Has toilet"", ""Has Wi-Fi"", ""Free Wi-Fi""]","[""Casual"", ""Cosy"", ""Quiet"", ""Romantic"", ""Trendy"", ""Upmarket""]","[""Good for kids"", ""High chairs available"", ""Has kids' menu""]","[""Family friendly"", ""Good for groups"", ""LGBTQ+ friendly"", ""Popular with tourists"", ""Transgender safe space"", ""Popular with university students""]","[""Serves breakfast"", ""Serves brunch"", ""Serves lunch"", ""Serves dinner"", ""Has catering"", ""Serves dessert"", ""Has seating"", ""Has table service""]","[""Identifies as women-owned""]","[""Has great beer selection"", ""Serves great cocktails"", ""Serves great coffee"", ""Serves great dessert"", ""Has great tea selection"", ""Has great wine list"", ""Has live music"", ""Has rooftop seating"", ""Good for watching sport""]","[""Serves alcohol"", ""Always offers all that you can eat"", ""Serves beer"", ""Serves cocktails"", ""Serves coffee"", ""Serves halal food"", ""Serves happy-hour drinks"", ""Serves happy-hour food"", ""Serves late-night food"", ""Serves organic dishes"", ""Has private dining room"", ""Quick bite"", ""Has salad bar"", ""Serves small plates"", ""Serves spirits"", ""Serves vegan dishes"", ""Serves vegetarian dishes"", ""Serves wine""]","[""Free of charge street parking"", ""Free parking lot"", ""Plenty of parking""]","[""Accepts credit cards"", ""Accepts debit cards"", ""Accepts NFC mobile payments"", ""Credit cards""]","[""Dogs allowed""]","[""Dinner reservations recommended"", ""Accepts reservations""]","[""Popular for lunch"", ""Popular for dinner"", ""Good for solo dining""]","[""Has outdoor seating"", ""Has no-contact delivery"", ""Offers delivery"", ""Has drive-through"", ""Offers takeaway"", ""Serves dine-in""]"
